dialogact.id,dialogact,h.dialogact,an.addressed,an.mutualgaze,an.mouthmovement,an.robotspeaking,an.wrong.person,cl.addressed,cl.mouthmovement,cl.mutualgaze,trial,start_time,filename,date
#<DIALOG-ACT {1010EEF303}>,dataRequest,Data Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,47.397s,study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1011335353}>,lightOn,Light On,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,56.014s,study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010EFDAA3}>,timeRequest,Time Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,57.774s,study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010F02753}>,packetRequest,Parcel Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,70.472s (~1.17 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1011350D93}>,packetRequest,Parcel Request,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,72.696s (~1.21 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010F074E3}>,experimentsRequest,Exhibits request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,88.073s (~1.47 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {101135EF43}>,lightOff,Light Off,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,93.606s (~1.56 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010F23CD3}>,timeRequest,Time Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,128.573s (~2.14 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {101137DF03}>,dataRequest,Data Request,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,141.063s (~2.35 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {10113831A3}>,lightOn,Light On,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,147.241s (~2.45 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010F3B353}>,lightOn,Light On,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,180.528s (~3.01 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010F40043}>,lightOn,Light On,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,194.464s (~3.24 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010F52293}>,experimentsRequest,Exhibits request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,211.394s (~3.52 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010F691B3}>,lightOn,Light On,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,248s (~4.13 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {101145C493}>,lightOn,Light On,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,253.734s (~4.23 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010F6DE93}>,lightOn,Light On,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,258.452s (~4.31 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010F775D3}>,gardenRequest,Garden Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,262.728s (~4.38 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {101146F063}>,lightOn,Light On,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,278.35s (~4.64 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1011474013}>,lightOn,Light On,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,280.981s (~4.68 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010F80B93}>,lightOn,Light On,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,285.143s (~4.75 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {101147D643}>,lightOff,Light Off,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,295.449s (~4.92 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1011486E43}>,callRequest,Call Request,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1,310.346s (~5.17 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010F975F3}>,callRequest,Call Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,317.272s (~5.29 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010FA9BD3}>,timeRequest,Time Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,333.006s (~5.55 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010FAE893}>,packetRequest,Parcel Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,347.035s (~5.78 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {10114A2613}>,packetRequest,Parcel Request,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,349.231s (~5.82 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010FB7E63}>,callRequest,Call Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,369.819s (~6.16 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010FC1663}>,timeRequest,Time Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,375.463s (~6.26 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {10114B96B3}>,lightOff,Light Off,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,377.52s (~6.29 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010FC6303}>,lightOn,Light On,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,380.49s (~6.34 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {10114BE403}>,lightOff,Light Off,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,386.038s (~6.43 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010FD83D3}>,lightOff,Light Off,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,399.357s (~6.66 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010FF7DE3}>,gardenRequest,Garden Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,421.239s (~7.02 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1010FFCD23}>,lightOn,Light On,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,429.584s (~7.16 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1011005F63}>,lightOn,Light On,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,443.728s (~7.4 minutes),study1_11_2016-02-26_13-11-47-shiftedAnnotationsExplicit.eaf,2016-02-26T13:11:47Z
#<DIALOG-ACT {1011BF4033}>,timeRequest,Time Request,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,41.24s,study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011C26BC3}>,timeRequest,Time Request,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,125.555s (~2.09 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EAACD63}>,timeRequest,Time Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,153.712s (~2.56 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011C42203}>,lightOn,Light On,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,159.253s (~2.65 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011C50323}>,packetRequest,Parcel Request,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,175.986s (~2.93 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011C59753}>,packetRequest,Parcel Request,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,180.415s (~3.01 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EABAF13}>,timeRequest,Time Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,187.736s (~3.13 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EABFBB3}>,lightOn,Light On,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,192.411s (~3.21 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EAC48F3}>,packetRequest,Parcel Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,196.114s (~3.27 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011C6B9D3}>,lightOn,Light On,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,200.456s (~3.34 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EACDE63}>,packetRequest,Parcel Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,204.417s (~3.41 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011C70763}>,packetRequest,Parcel Request,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,206.606s (~3.44 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011C874F3}>,gardenRequest,Garden Request,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,234.244s (~3.9 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011C95693}>,lightOff,Light Off,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,250.089s (~4.17 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EADC093}>,lightOff,Light Off,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,254.772s (~4.25 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EAE0D93}>,dataRequest,Data Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,278.842s (~4.65 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011CBE863}>,lightOn,Light On,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,286.761s (~4.78 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011CDE993}>,lightOn,Light On,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,317.244s (~5.29 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011CFA243}>,lightOn,Light On,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,335.465s (~5.59 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011CFF213}>,lightOff,Light Off,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,337.941s (~5.63 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EAF3673}>,timeRequest,Time Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,351.076s (~5.85 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EAF8583}>,lightOn,Light On,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,355.273s (~5.92 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EB01A83}>,lightOff,Light Off,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2,364.802s (~6.08 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EB0B363}>,lightOn,Light On,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,385.653s (~6.43 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011D56453}>,lightOn,Light On,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,416.22s (~6.94 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EB1DB23}>,lightOn,Light On,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,421.692s (~7.03 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EB22833}>,lightOn,Light On,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2,422.78s (~7.05 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EB307A3}>,experimentsRequest,Exhibits request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,429.581s (~7.16 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011D6D663}>,lightOn,Light On,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,449.281s (~7.49 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EB3A243}>,gardenRequest,Garden Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,457.161s (~7.62 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EB47D03}>,packetRequest,Parcel Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,480.458s (~8.01 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011D8DDA3}>,packetRequest,Parcel Request,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,482.668s (~8.04 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EB4CA83}>,lightOff,Light Off,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,504.822s (~8.41 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EB561E3}>,callRequest,Call Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,516.212s (~8.6 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EB5F953}>,experimentsRequest,Exhibits request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,538.298s (~8.97 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EB694B3}>,timeRequest,Time Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,552.789s (~9.21 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011DE7973}>,callRequest,Call Request,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,554.788s (~9.25 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EBD3E53}>,experimentsRequest,Exhibits request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,566.939s (~9.45 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011E155D3}>,gardenRequest,Garden Request,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,591.676s (~9.86 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011E1A583}>,gardenRequest,Garden Request,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,595.087s (~9.92 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EBD8C43}>,gardenRequest,Garden Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,599.217s (~9.99 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011E28403}>,lightOff,Light Off,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,609.168s (~10.15 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011E3A8A3}>,lightOn,Light On,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,621.867s (~10.36 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EBE2133}>,dataRequest,Data Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,626.888s (~10.45 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011E528A3}>,lightOn,Light On,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,634.709s (~10.58 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011E5C163}>,callRequest,Call Request,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,648.606s (~10.81 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EBEB783}>,callRequest,Call Request,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,653.8s (~10.9 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {100EBF0323}>,lightOn,Light On,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,674.064s (~11.23 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011ED7C13}>,lightOn,Light On,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,679.943s (~11.33 minutes),study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf,2016-02-26T13:42:09Z
#<DIALOG-ACT {1011B38523}>,timeRequest,Time Request,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,39.326s,study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf,2016-02-26T14:36:09Z
#<DIALOG-ACT {1011B5D8A3}>,dataRequest,Data Request,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3,72.869s (~1.21 minutes),study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf,2016-02-26T14:36:09Z
